ID	Sport	Sex	Age_(y)	Bodymass_(kg)	10m_(s)	20m_(s)	30m_(s)	40m_(s)	F0_(N/kg)	V0_(m/s)	P0_(W/kg)	FV_Slope_(N/s/m/kg)	RF_max_(%)	DRF_(%)
1	Alpine_skiing	M	21	77	2.02	3.27	4.46	5.64	8.69	8.86	19.26	-0.98	47.24%	-9.10%
2	Alpine_skiing	M	23	81	2.04	3.29	4.44	5.65	8.08	9.20	18.58	-0.88	46.48%	-8.15%
3	Alpine_skiing	M	23	81	2.10	3.37	4.60	5.79	8.02	8.68	17.39	-0.92	45.36%	-8.63%
4	Alpine_skiing	M	27	82	2.05	3.32	4.49	5.67	8.13	8.97	18.22	-0.91	46.18%	-8.43%
5	Alpine_skiing	M	20	83	2.11	3.42	4.63	5.83	7.80	8.63	16.83	-0.90	44.75%	-8.46%
6	Alpine_skiing	M	21	85	1.98	3.17	4.34	5.45	8.96	9.22	20.64	-0.97	48.52%	-8.96%
7	Alpine_skiing	M	21	85	2.04	3.30	4.43	5.59	7.97	9.27	18.47	-0.86	46.34%	-7.98%
8	Alpine_skiing	M	24	85	1.99	3.24	4.39	5.51	8.72	9.09	19.81	-0.96	47.76%	-8.88%
9	Alpine_skiing	M	30	86	2.14	3.45	4.65	5.86	7.31	8.82	16.11	-0.83	43.80%	-7.77%
10	Alpine_skiing	M	30	86	2.03	3.23	4.33	5.43	7.93	9.77	19.37	-0.81	47.05%	-7.49%
11	Alpine_skiing	M	26	87	2.01	3.25	4.41	5.55	8.53	9.11	19.42	-0.94	47.38%	-8.68%
12	Alpine_skiing	M	31	87	2.02	3.31	4.53	5.72	8.98	8.49	19.06	-1.06	47.00%	-9.85%
13	Alpine_skiing	M	26	92	2.04	3.34	4.53	5.68	8.49	8.65	18.36	-0.98	46.38%	-9.16%
14	Alpine_skiing	W	19	56	2.19	3.66	5.04	6.47	8.16	7.36	15.03	-1.11	42.66%	-10.50%
15	Alpine_skiing	W	23	64	2.19	3.58	4.88	6.20	7.42	8.02	14.88	-0.93	42.60%	-8.74%
16	Alpine_skiing	W	23	65	2.22	3.69	5.03	6.40	7.47	7.58	14.16	-0.99	41.77%	-9.35%
17	Alpine_skiing	W	19	65	2.11	3.44	4.67	5.95	7.87	8.48	16.69	-0.93	44.62%	-8.69%
18	Alpine_skiing	W	19	67	2.20	3.63	5.02	6.39	8.00	7.46	14.91	-1.07	42.60%	-10.16%
19	Alpine_skiing	W	29	67	2.19	3.64	4.95	6.32	7.59	7.74	14.69	-0.98	42.41%	-9.29%
20	Alpine_skiing	W	21	68	2.13	3.47	4.72	5.97	7.83	8.32	16.30	-0.94	44.22%	-8.83%
21	Alpine_skiing	W	26	68	2.29	3.75	5.14	6.51	7.00	7.50	13.12	-0.93	40.45%	-8.89%
22	Alpine_skiing	W	24	70	2.20	3.64	5.00	6.40	7.75	7.56	14.66	-1.03	42.35%	-9.72%
23	Alpine_skiing	W	23	71	2.23	3.65	5.00	6.34	7.39	7.70	14.22	-0.96	41.85%	-9.10%
24	Athletics_jumping	M	24	68	1.92	3.10	4.15	5.17	8.88	10.08	22.38	-0.88	49.91%	-8.01%
25	Athletics_jumping	M	16	72	2.01	3.18	4.26	5.30	7.92	10.17	20.12	-0.78	47.59%	-7.14%
26	Athletics_jumping	M	23	74	1.95	3.12	4.18	5.23	8.52	10.13	21.57	-0.84	49.13%	-7.68%
27	Athletics_jumping	M	20	75	1.98	3.25	4.36	5.43	8.56	9.26	19.83	-0.92	47.74%	-8.54%
28	Athletics_jumping	M	20	75	1.97	3.14	4.25	5.31	8.68	9.72	21.09	-0.89	48.84%	-8.18%
29	Athletics_jumping	M	23	78	2.03	3.19	4.26	5.31	7.61	10.40	19.79	-0.73	47.04%	-6.72%
30	Athletics_jumping	M	27	80	1.94	3.10	4.16	5.20	8.75	10.08	22.04	-0.87	49.61%	-7.92%
31	Athletics_jumping	M	26	84	2.03	3.25	4.37	5.43	7.99	9.54	19.07	-0.84	46.86%	-7.75%
32	Athletics_jumping	M	18	90	1.91	3.08	4.11	5.14	8.82	10.24	22.58	-0.86	50.04%	-7.85%
33	Athletics_jumping	W	19	56	2.02	3.29	4.46	5.64	8.58	8.92	19.13	-0.96	47.10%	-8.89%
34	Athletics_jumping	W	18	59	2.06	3.34	4.53	5.69	8.15	8.86	18.07	-0.92	46.04%	-8.55%
35	Athletics_jumping	W	17	59	2.09	3.34	4.48	5.60	7.44	9.47	17.60	-0.79	45.19%	-7.29%
36	Athletics_jumping	W	31	60	2.18	3.56	4.84	6.11	7.53	8.10	15.24	-0.93	43.01%	-8.76%
37	Athletics_jumping	W	17	61	2.17	3.53	4.78	6.01	7.35	8.37	15.37	-0.88	43.09%	-8.26%
38	Athletics_jumping	W	20	61	2.12	3.45	4.67	5.89	7.66	8.59	16.45	-0.89	44.31%	-8.34%
39	Athletics_jumping	W	18	62	2.04	3.32	4.49	5.65	8.26	8.94	18.46	-0.92	46.43%	-8.58%
40	Athletics_jumping	W	24	65	2.09	3.34	4.52	5.68	7.73	9.12	17.61	-0.85	45.43%	-7.88%
41	Athletics_sprinting	M	20	67	1.89	3.03	4.08	5.12	9.28	10.21	23.67	-0.91	51.02%	-8.23%
42	Athletics_sprinting	M	19	69	1.86	2.96	3.96	4.95	9.24	10.88	25.14	-0.85	52.02%	-7.63%
43	Athletics_sprinting	M	17	70	1.92	3.07	4.12	5.15	8.84	10.25	22.65	-0.86	50.10%	-7.84%
44	Athletics_sprinting	M	21	71	1.91	3.09	4.14	5.18	8.98	10.04	22.53	-0.89	50.07%	-8.14%
45	Athletics_sprinting	M	17	72	1.95	3.12	4.18	5.23	8.52	10.14	21.58	-0.84	49.13%	-7.67%
46	Athletics_sprinting	M	24	72	1.86	3.00	4.00	5.03	9.26	10.60	24.52	-0.87	51.62%	-7.88%
47	Athletics_sprinting	M	26	75	1.91	3.09	4.20	5.30	9.56	9.50	22.72	-1.01	50.30%	-9.20%
48	Athletics_sprinting	M	23	79	1.93	3.06	4.07	5.08	8.28	10.93	22.62	-0.76	49.66%	-6.87%
49	Athletics_sprinting	W	18	57	1.98	3.21	4.35	5.44	8.80	9.25	20.34	-0.95	48.23%	-8.76%
50	Athletics_sprinting	W	24	57	1.98	3.20	4.34	5.42	8.80	9.29	20.44	-0.95	48.31%	-8.70%
51	Athletics_sprinting	W	17	58	2.01	3.24	4.37	5.48	8.27	9.43	19.49	-0.88	47.34%	-8.08%
52	Athletics_sprinting	W	20	58	2.02	3.27	4.42	5.55	8.35	9.18	19.16	-0.91	47.09%	-8.40%
53	Athletics_sprinting	W	18	62	2.03	3.29	4.47	5.64	8.48	8.93	18.93	-0.95	46.92%	-8.80%
54	Athletics_throwing	M	21	83	1.97	3.20	4.35	5.47	9.06	9.10	20.61	-1.00	48.49%	-9.19%
55	Athletics_throwing	M	30	90	2.00	3.23	4.36	5.48	8.46	9.31	19.69	-0.91	47.61%	-8.40%
56	Athletics_throwing	M	19	91	2.11	3.36	4.55	5.68	7.58	9.05	17.15	-0.84	44.94%	-7.83%
57	Athletics_throwing	M	29	91	1.92	3.12	4.19	5.25	9.05	9.72	22.00	-0.93	49.69%	-8.53%
58	Athletics_throwing	M	26	97	2.03	3.29	4.44	5.57	8.20	9.10	18.65	-0.90	46.60%	-8.38%
59	Athletics_throwing	M	18	99	1.99	3.22	4.33	5.42	8.43	9.43	19.87	-0.89	47.75%	-8.27%
60	Athletics_throwing	M	17	100	2.12	3.43	4.62	5.81	7.48	8.79	16.45	-0.85	44.24%	-7.98%
61	Athletics_throwing	M	17	101	2.17	3.53	4.77	6.02	7.29	8.37	15.26	-0.87	42.96%	-8.22%
62	Athletics_throwing	M	23	105	2.02	3.28	4.44	5.61	8.48	8.97	19.00	-0.95	47.00%	-8.79%
63	Athletics_throwing	M	20	106	2.04	3.25	4.34	5.41	7.66	9.86	18.88	-0.78	46.45%	-7.19%
64	Athletics_throwing	M	28	107	2.08	3.35	4.52	5.67	7.76	9.01	17.48	-0.86	45.35%	-8.04%
65	Athletics_throwing	M	26	108	2.00	3.34	4.51	5.65	8.92	8.51	18.96	-1.05	46.94%	-9.78%
66	Athletics_throwing	M	17	111	2.04	3.38	4.56	5.75	8.40	8.54	17.93	-0.98	45.96%	-9.20%
67	Athletics_throwing	M	22	112	1.95	3.20	4.30	5.39	8.92	9.28	20.68	-0.96	48.57%	-8.88%
68	Athletics_throwing	W	21	64	2.06	3.34	4.53	5.72	8.17	8.84	18.05	-0.92	46.02%	-8.59%
69	Athletics_throwing	W	20	66	2.18	3.57	4.83	6.05	7.31	8.21	15.00	-0.89	42.69%	-8.40%
70	Athletics_throwing	W	18	71	2.10	3.48	4.77	6.02	8.49	7.94	16.84	-1.07	44.75%	-10.05%
71	Athletics_throwing	W	18	75	2.17	3.49	4.72	5.93	7.21	8.63	15.55	-0.84	43.19%	-7.85%
72	Athletics_throwing	W	19	76	2.18	3.54	4.81	6.02	7.37	8.24	15.19	-0.89	42.92%	-8.44%
73	Athletics_throwing	W	22	76	2.08	3.45	4.71	5.98	8.51	8.09	17.20	-1.05	45.16%	-9.88%
74	Athletics_throwing	W	17	76	2.25	3.64	4.96	6.30	6.97	7.98	13.91	-0.87	41.36%	-8.29%
75	Athletics_throwing	W	18	79	2.17	3.57	4.84	6.16	7.50	8.07	15.13	-0.93	42.90%	-8.77%
76	Athletics_throwing	W	29	82	2.22	3.65	5.01	6.37	7.56	7.60	14.36	-0.99	42.01%	-9.45%
77	Athletics_throwing	W	21	85	2.18	3.60	4.95	6.27	7.95	7.62	15.14	-1.04	42.91%	-9.89%
78	Bandy	M	19	65	2.09	3.40	4.62	5.80	8.03	8.59	17.25	-0.93	45.22%	-8.72%
79	Bandy	M	18	66	2.04	3.28	4.45	5.57	8.25	9.12	18.81	-0.90	46.74%	-8.38%
80	Bandy	M	18	69	2.06	3.34	4.54	5.74	8.24	8.77	18.08	-0.94	46.07%	-8.74%
81	Bandy	M	18	69	2.17	3.53	4.76	6.01	7.21	8.49	15.31	-0.85	42.95%	-7.98%
82	Bandy	M	18	70	2.13	3.41	4.62	5.80	7.49	8.87	16.60	-0.84	44.37%	-7.89%
83	Bandy	M	18	72	2.11	3.40	4.62	5.87	7.79	8.70	16.95	-0.90	44.85%	-8.36%
84	Bandy	M	19	72	2.11	3.42	4.67	5.91	8.01	8.43	16.89	-0.95	44.86%	-8.89%
85	Bandy	M	19	72	2.08	3.37	4.59	5.80	8.15	8.64	17.60	-0.94	45.59%	-8.81%
86	Bandy	M	18	72	2.06	3.32	4.49	5.64	8.01	9.06	18.15	-0.88	46.06%	-8.21%
87	Bandy	M	19	75	2.08	3.31	4.48	5.63	7.77	9.25	17.96	-0.84	45.77%	-7.80%
88	Bandy	M	19	77	2.09	3.39	4.60	5.80	7.96	8.67	17.25	-0.92	45.21%	-8.57%
89	Bandy	M	18	77	2.08	3.36	4.55	5.72	7.93	8.87	17.57	-0.89	45.50%	-8.33%
90	Bandy	M	26	77	2.05	3.33	4.59	5.80	8.87	8.37	18.56	-1.06	46.52%	-9.89%
91	Bandy	M	18	78	2.11	3.37	4.57	5.76	7.65	8.96	17.12	-0.85	44.94%	-7.97%
92	Bandy	M	18	79	2.04	3.29	4.46	5.62	8.26	9.04	18.67	-0.91	46.63%	-8.48%
93	Bandy	M	26	80	2.08	3.33	4.50	5.67	7.77	9.14	17.77	-0.85	45.61%	-7.91%
94	Bandy	M	26	82	1.95	3.23	4.37	5.55	9.29	8.90	20.66	-1.04	48.51%	-9.64%
95	Bandy	M	18	83	2.23	3.62	4.92	6.22	7.05	8.05	14.20	-0.88	41.71%	-8.29%
96	Bandy	M	18	83	2.15	3.49	4.75	6.00	7.63	8.31	15.86	-0.92	43.72%	-8.63%
97	Bandy	M	18	84	2.15	3.48	4.70	5.92	7.36	8.60	15.82	-0.86	43.55%	-8.04%
98	Bandy	M	17	90	2.11	3.44	4.67	5.89	7.88	8.44	16.64	-0.93	44.59%	-8.76%
99	Bandy	M	22	92	2.04	3.42	4.65	5.92	8.84	8.13	17.96	-1.09	45.88%	-10.18%
100	Bandy	M	18	98	2.17	3.45	4.65	5.85	7.02	8.98	15.77	-0.78	43.24%	-7.34%
101	Bandy	W	25	52	2.25	3.71	5.10	6.54	7.42	7.47	13.85	-0.99	41.38%	-9.43%
102	Bandy	W	19	55	2.15	3.59	4.95	6.35	8.41	7.52	15.81	-1.12	43.53%	-10.55%
103	Bandy	W	19	57	2.20	3.67	5.06	6.46	8.02	7.36	14.76	-1.09	42.39%	-10.32%
104	Bandy	W	16	59	2.42	4.03	5.55	7.13	6.57	6.74	11.07	-0.98	37.67%	-9.38%
105	Bandy	W	26	60	2.37	3.92	5.37	6.85	6.62	7.09	11.75	-0.93	38.60%	-8.94%
106	Bandy	W	18	60	2.25	3.74	5.16	6.63	7.65	7.24	13.84	-1.06	41.32%	-10.05%
107	Bandy	W	19	62	2.25	3.73	5.12	6.54	7.44	7.39	13.74	-1.01	41.24%	-9.58%
108	Bandy	W	21	63	2.25	3.71	5.13	6.57	7.63	7.32	13.96	-1.04	41.49%	-9.91%
109	Bandy	W	32	68	2.22	3.60	4.96	6.32	7.53	7.77	14.64	-0.97	42.34%	-9.17%
110	Bandy	W	30	68	2.34	3.81	5.23	6.65	6.71	7.39	12.39	-0.91	39.47%	-8.67%
111	Bandy	W	19	69	2.34	3.84	5.27	6.76	6.78	7.26	12.30	-0.93	39.37%	-8.93%
112	Bandy	W	25	77	2.28	3.76	5.20	6.68	7.44	7.20	13.39	-1.03	40.79%	-9.87%
113	Bandy	W	30	82	2.31	3.81	5.23	6.69	7.02	7.25	12.71	-0.97	39.94%	-9.26%
114	Basket	M	21	70	2.02	3.30	4.46	5.62	8.52	8.92	19.01	-0.95	46.99%	-8.85%
115	Basket	M	18	75	2.05	3.37	4.58	5.79	8.42	8.54	17.98	-0.99	45.99%	-9.19%
116	Basket	M	21	78	2.11	3.49	4.72	5.97	7.83	8.31	16.26	-0.94	44.18%	-8.85%
117	Basket	M	27	86	2.05	3.34	4.50	5.70	8.17	8.88	18.15	-0.92	46.13%	-8.57%
118	Basket	M	24	88	2.00	3.26	4.43	5.56	8.84	8.86	19.59	-1.00	47.56%	-9.25%
119	Basket	M	20	89	2.14	3.50	4.78	6.03	7.91	8.11	16.04	-0.98	43.95%	-9.19%
120	Basket	M	20	89	1.97	3.16	4.29	5.38	8.92	9.39	20.94	-0.95	48.78%	-8.74%
121	Basket	M	26	93	1.99	3.26	4.41	5.56	8.84	8.92	19.70	-0.99	47.67%	-9.19%
122	Basket	M	28	95	2.18	3.53	4.79	6.05	7.25	8.36	15.15	-0.87	42.82%	-8.19%
123	Basket	M	22	101	2.09	3.40	4.59	5.78	7.91	8.67	17.15	-0.91	45.10%	-8.54%
124	Beach/volleyball	M	22	70	2.12	3.47	4.77	6.10	8.28	8.03	16.62	-1.03	44.56%	-9.68%
125	Beach/volleyball	M	25	71	2.04	3.37	4.60	5.84	8.78	8.35	18.33	-1.05	46.29%	-9.82%
126	Beach/volleyball	M	22	75	2.09	3.42	4.67	5.93	8.27	8.31	17.19	-1.00	45.18%	-9.32%
127	Beach/volleyball	M	20	82	2.02	3.30	4.46	5.64	8.45	8.93	18.86	-0.95	46.86%	-8.80%
128	Beach/volleyball	M	21	85	2.08	3.32	4.48	5.77	7.70	9.26	17.83	-0.83	45.62%	-7.74%
129	Beach/volleyball	M	31	86	2.03	3.34	4.55	5.76	8.75	8.50	18.58	-1.03	46.57%	-9.60%
130	Beach/volleyball	M	20	86	2.12	3.48	4.76	6.03	8.14	8.08	16.43	-1.01	44.38%	-9.48%
131	Beach/volleyball	M	26	86	2.05	3.40	4.64	5.85	8.75	8.21	17.96	-1.07	45.91%	-9.97%
132	Beach/volleyball	M	24	87	2.06	3.44	4.65	5.90	8.39	8.28	17.36	-1.01	45.36%	-9.50%
133	Beach/volleyball	M	28	87	2.04	3.34	4.53	5.71	8.44	8.67	18.31	-0.97	46.33%	-9.07%
134	Beach/volleyball	M	19	88	1.98	3.28	4.44	5.66	9.03	8.74	19.73	-1.03	47.67%	-9.59%
135	Beach/volleyball	M	26	88	1.97	3.17	4.32	5.59	9.04	9.22	20.85	-0.98	48.71%	-9.04%
136	Beach/volleyball	M	28	88	2.06	3.38	4.63	5.86	8.67	8.28	17.95	-1.05	45.93%	-9.80%
137	Beach/volleyball	M	19	89	2.05	3.38	4.59	5.80	8.49	8.45	17.93	-1.00	45.94%	-9.39%
138	Beach/volleyball	M	23	90	2.00	3.26	4.45	5.63	8.92	8.78	19.59	-1.02	47.55%	-9.43%
139	Beach/volleyball	M	30	90	2.01	3.29	4.44	5.59	8.59	8.91	19.13	-0.96	47.12%	-8.95%
140	Beach/volleyball	M	21	91	1.98	3.25	4.44	5.61	9.28	8.67	20.13	-1.07	47.99%	-9.93%
141	Beach/volleyball	M	20	92	2.09	3.42	4.75	6.09	8.93	7.88	17.59	-1.13	45.41%	-10.65%
142	Beach/volleyball	M	24	94	2.08	3.45	4.64	5.86	7.97	8.46	16.87	-0.94	44.84%	-8.84%
143	Beach/volleyball	M	26	95	2.08	3.44	4.68	5.91	8.35	8.21	17.14	-1.02	45.13%	-9.55%
144	Beach/volleyball	M	36	98	1.98	3.21	4.37	5.58	9.00	9.03	20.31	-1.00	48.22%	-9.23%
145	Beach/volleyball	M	21	99	1.98	3.23	4.45	5.61	9.56	8.57	20.46	-1.12	48.21%	-10.36%
146	Beach/volleyball	M	24	100	2.03	3.27	4.47	5.64	8.64	8.82	19.05	-0.98	47.06%	-9.12%
147	Bobsleigh	M	27	88	1.88	3.06	4.09	5.13	9.18	10.13	23.24	-0.91	50.68%	-8.25%
148	Bobsleigh	M	27	89	1.90	3.04	4.15	5.19	9.64	9.68	23.33	-1.00	50.81%	-9.08%
149	Bobsleigh	M	28	89	1.91	3.08	4.15	5.19	9.27	9.81	22.75	-0.94	50.33%	-8.63%
150	Bobsleigh	M	26	90	1.98	3.21	4.31	5.38	8.54	9.48	20.22	-0.90	48.08%	-8.31%
151	Bobsleigh	M	27	92	1.90	3.06	4.10	5.09	9.11	10.14	23.10	-0.90	50.56%	-8.18%
152	Bobsleigh	M	30	93	1.91	3.10	4.20	5.30	9.38	9.54	22.37	-0.98	50.02%	-9.02%
153	Bobsleigh	M	24	97	1.96	3.17	4.23	5.31	8.40	9.89	20.78	-0.85	48.47%	-7.81%
154	Bobsleigh	M	24	99	1.94	3.14	4.21	5.25	8.83	9.76	21.52	-0.90	49.25%	-8.31%
155	Bobsleigh	M	27	99	1.90	3.05	4.13	5.17	9.43	9.83	23.17	-0.96	50.68%	-8.76%
156	Combat_sports	M	24	57	2.06	3.35	4.53	5.71	8.05	8.94	17.99	-0.90	45.92%	-8.35%
157	Combat_sports	M	18	58	2.12	3.44	4.67	5.91	7.74	8.57	16.60	-0.90	44.48%	-8.44%
158	Combat_sports	M	22	58	2.11	3.50	4.86	6.41	8.92	7.63	17.02	-1.17	44.71%	-10.98%
159	Combat_sports	M	25	62	2.08	3.36	4.58	5.77	8.14	8.70	17.71	-0.94	45.69%	-8.71%
160	Combat_sports	M	20	63	2.14	3.47	4.69	5.91	7.45	8.63	16.08	-0.86	43.85%	-8.09%
161	Combat_sports	M	25	64	2.04	3.33	4.51	5.68	8.31	8.85	18.39	-0.94	46.37%	-8.72%
162	Combat_sports	M	21	65	2.11	3.39	4.63	5.87	7.93	8.63	17.10	-0.92	45.04%	-8.58%
163	Combat_sports	M	18	65	2.17	3.51	4.75	6.00	7.27	8.52	15.48	-0.85	43.15%	-8.01%
164	Combat_sports	M	18	66	2.19	3.52	4.75	5.95	7.00	8.67	15.17	-0.81	42.65%	-7.58%
165	Combat_sports	M	21	67	2.08	3.39	4.64	5.90	8.39	8.39	17.59	-1.00	45.58%	-9.34%
166	Combat_sports	M	25	67	2.05	3.37	4.59	5.78	8.55	8.47	18.11	-1.01	46.10%	-9.41%
167	Combat_sports	M	18	70	2.24	3.61	5.00	6.36	7.51	7.70	14.44	-0.98	42.11%	-9.24%
168	Combat_sports	M	27	71	2.08	3.39	4.62	5.84	8.23	8.50	17.49	-0.97	45.49%	-9.05%
169	Combat_sports	M	21	72	1.97	3.23	4.41	5.55	9.33	8.79	20.50	-1.06	48.33%	-9.81%
170	Combat_sports	M	23	73	2.08	3.35	4.53	5.70	7.85	8.98	17.62	-0.87	45.51%	-8.13%
171	Combat_sports	M	22	74	2.11	3.41	4.58	5.78	7.54	8.94	16.85	-0.84	44.63%	-7.87%
172	Combat_sports	M	27	74	2.17	3.56	4.85	6.18	7.62	8.02	15.28	-0.95	43.09%	-8.97%
173	Combat_sports	M	29	74	2.02	3.30	4.52	5.74	8.95	8.55	19.15	-1.05	47.10%	-9.73%
174	Combat_sports	M	25	75	2.02	3.25	4.44	5.62	8.68	8.95	19.42	-0.97	47.39%	-8.99%
175	Combat_sports	M	21	76	1.97	3.20	4.34	5.47	8.95	9.18	20.56	-0.97	48.44%	-8.99%
176	Combat_sports	M	27	80	2.04	3.30	4.44	5.60	8.08	9.18	18.53	-0.88	46.44%	-8.17%
177	Combat_sports	M	30	83	2.17	3.47	4.68	5.87	7.08	8.85	15.66	-0.80	43.19%	-7.51%
178	Combat_sports	M	23	84	2.08	3.36	4.57	5.78	8.08	8.72	17.61	-0.93	45.59%	-8.65%
179	Combat_sports	M	34	84	2.06	3.31	4.48	5.61	8.02	9.08	18.20	-0.88	46.12%	-8.21%
180	Combat_sports	M	19	84	2.11	3.42	4.66	5.86	8.00	8.44	16.88	-0.95	44.85%	-8.89%
181	Combat_sports	M	19	85	2.06	3.39	4.62	5.86	8.51	8.36	17.79	-1.02	45.79%	-9.53%
182	Combat_sports	M	25	85	1.94	3.12	4.25	5.31	9.30	9.40	21.85	-0.99	49.58%	-9.08%
183	Combat_sports	M	23	86	2.00	3.20	4.30	5.37	8.21	9.73	19.96	-0.84	47.71%	-7.78%
184	Combat_sports	M	19	88	2.10	3.42	4.66	5.89	8.03	8.43	16.92	-0.95	44.90%	-8.92%
185	Combat_sports	M	17	91	2.06	3.32	4.52	5.74	8.25	8.81	18.18	-0.94	46.18%	-8.73%
186	Combat_sports	M	18	95	2.09	3.39	4.55	5.70	7.61	8.99	17.09	-0.85	44.90%	-7.91%
187	Combat_sports	M	17	98	2.16	3.44	4.62	5.77	6.99	9.11	15.93	-0.77	43.36%	-7.20%
188	Combat_sports	W	25	50	2.33	3.89	5.41	6.87	7.45	6.79	12.65	-1.10	39.74%	-10.48%
189	Combat_sports	W	16	52	2.19	3.58	4.91	6.22	7.66	7.88	15.09	-0.97	42.86%	-9.16%
190	Combat_sports	W	22	56	2.41	3.97	5.44	6.93	6.37	7.04	11.22	-0.90	37.83%	-8.68%
191	Combat_sports	W	16	56	2.33	3.84	5.30	6.78	7.05	7.12	12.55	-0.99	39.71%	-9.45%
192	Combat_sports	W	22	57	2.22	3.70	5.05	6.41	7.51	7.53	14.13	-1.00	41.73%	-9.46%
193	Combat_sports	W	19	58	2.17	3.55	4.85	6.18	7.68	8.02	15.41	-0.96	43.23%	-9.02%
194	Combat_sports	W	33	59	2.41	4.00	5.52	7.06	6.66	6.78	11.28	-0.98	37.96%	-9.44%
195	Combat_sports	W	30	61	2.33	3.81	5.23	6.69	6.80	7.36	12.52	-0.92	39.65%	-8.82%
196	Combat_sports	W	32	61	2.29	3.80	5.24	6.69	7.34	7.15	13.12	-1.03	40.45%	-9.80%
197	Combat_sports	W	29	62	2.34	3.82	5.24	6.69	6.71	7.37	12.36	-0.91	39.43%	-8.69%
198	Combat_sports	W	27	62	2.34	3.89	5.41	6.95	7.34	6.81	12.48	-1.08	39.56%	-10.33%
199	Combat_sports	W	17	63	2.34	3.83	5.23	6.66	6.60	7.43	12.26	-0.89	39.26%	-8.48%
200	Combat_sports	W	28	63	2.26	3.70	5.05	6.41	7.06	7.70	13.60	-0.92	41.04%	-8.71%
201	Combat_sports	W	19	65	2.28	3.70	5.08	6.39	7.04	7.64	13.45	-0.92	40.86%	-8.75%
202	Combat_sports	W	24	67	2.30	3.84	5.23	6.74	6.95	7.26	12.63	-0.96	39.83%	-9.14%
203	Combat_sports	W	27	70	2.26	3.70	5.06	6.44	7.13	7.64	13.61	-0.93	41.08%	-8.87%
204	Combat_sports	W	17	70	2.25	3.70	5.08	6.45	7.36	7.50	13.81	-0.98	41.35%	-9.33%
205	Cross_country_skiing	M	18	66	2.16	3.53	4.78	6.05	7.45	8.32	15.49	-0.90	43.26%	-8.42%
206	Cross_country_skiing	M	25	69	2.12	3.44	4.65	5.80	7.61	8.69	16.53	-0.88	44.37%	-8.19%
207	Cross_country_skiing	M	23	71	2.26	3.66	4.95	6.26	6.69	8.16	13.63	-0.82	40.86%	-7.77%
208	Cross_country_skiing	M	25	71	2.06	3.32	4.48	5.64	7.93	9.14	18.13	-0.87	46.01%	-8.06%
209	Cross_country_skiing	M	19	72	2.05	3.36	4.56	5.75	8.39	8.62	18.08	-0.97	46.08%	-9.07%
210	Cross_country_skiing	M	22	72	2.15	3.49	4.77	6.05	7.82	8.19	16.02	-0.95	43.92%	-8.98%
211	Cross_country_skiing	M	24	72	2.13	3.53	4.81	5.98	8.02	7.98	16.01	-1.00	43.90%	-9.46%
212	Cross_country_skiing	M	19	74	2.14	3.50	4.80	6.05	8.04	8.02	16.12	-1.00	44.03%	-9.42%
213	Cross_country_skiing	M	31	74	2.23	3.62	4.93	6.18	7.12	8.02	14.27	-0.89	41.82%	-8.40%
214	Cross_country_skiing	M	20	77	1.95	3.12	4.27	5.34	9.32	9.34	21.77	-1.00	49.50%	-9.17%
215	Cross_country_skiing	M	19	78	2.05	3.39	4.58	5.77	8.33	8.55	17.80	-0.97	45.81%	-9.10%
216	Cross_country_skiing	M	19	79	1.98	3.22	4.31	5.37	8.39	9.55	20.05	-0.88	47.87%	-8.09%
217	Cross_country_skiing	M	23	79	2.24	3.61	4.91	6.17	6.93	8.16	14.12	-0.85	41.56%	-8.04%
218	Cross_country_skiing	M	19	80	2.00	3.25	4.39	5.53	8.54	9.16	19.57	-0.93	47.51%	-8.63%
219	Cross_country_skiing	M	24	80	2.20	3.62	4.96	6.29	7.64	7.72	14.73	-0.99	42.46%	-9.38%
220	Cross_country_skiing	W	28	52	2.43	4.03	5.54	7.05	6.42	6.82	10.95	-0.94	37.47%	-9.05%
221	Cross_country_skiing	W	18	53	2.17	3.53	4.80	6.12	7.47	8.28	15.45	-0.90	43.21%	-8.47%
222	Cross_country_skiing	W	19	60	2.16	3.50	4.78	6.05	7.65	8.25	15.77	-0.93	43.62%	-8.70%
223	Cross_country_skiing	W	20	60	2.38	3.98	5.51	7.05	7.01	6.69	11.73	-1.05	38.57%	-10.06%
224	Cross_country_skiing	W	19	61	2.28	3.73	5.14	6.52	7.23	7.43	13.43	-0.97	40.86%	-9.26%
225	Cross_country_skiing	W	18	63	2.28	3.72	5.08	6.50	6.92	7.68	13.30	-0.90	40.64%	-8.57%
226	Cross_country_skiing	W	19	65	2.25	3.70	5.07	6.42	7.30	7.56	13.79	-0.97	41.31%	-9.17%
227	Cross_country_skiing	W	19	66	2.19	3.64	5.04	6.40	8.21	7.36	15.09	-1.12	42.73%	-10.57%
228	Fencing	M	23	69	2.10	3.43	4.67	5.88	8.05	8.41	16.92	-0.96	44.89%	-8.96%
229	Fencing	M	24	74	2.07	3.38	4.60	5.81	8.29	8.53	17.68	-0.97	45.68%	-9.07%
230	Fencing	M	24	74	2.13	3.47	4.71	5.95	7.71	8.41	16.22	-0.92	44.11%	-8.61%
231	Fencing	M	24	75	2.16	3.54	4.82	6.05	7.66	8.09	15.50	-0.95	43.33%	-8.93%
232	Fencing	M	18	75	2.14	3.54	4.87	6.16	8.28	7.74	16.03	-1.07	43.87%	-10.09%
